epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
148,9809.97,0.79596,0.60429,1.08376,0.81419,0.73506,0.81964,0.65937,0.77381,0.69056,1.16713,0.0027235,0.0027235,0.0027235
149,9876.34,0.80215,0.60295,1.08601,0.81728,0.73169,0.81899,0.65843,0.77572,0.69237,1.16888,0.002674,0.002674,0.002674
150,9942.7,0.79595,0.59807,1.07997,0.81176,0.73435,0.81852,0.65797,0.77722,0.69414,1.16991,0.0026245,0.0026245,0.0026245
151,10009,0.80253,0.59689,1.07876,0.80807,0.73826,0.81858,0.65752,0.77657,0.69427,1.1696,0.002575,0.002575,0.002575
152,10075.4,0.79395,0.59483,1.07768,0.80542,0.74111,0.81852,0.65757,0.7761,0.69534,1.16857,0.0025255,0.0025255,0.0025255
153,10141.6,0.79698,0.59853,1.07654,0.8054,0.74253,0.81937,0.65786,0.77645,0.69574,1.1687,0.002476,0.002476,0.002476
154,10207.8,0.79936,0.59411,1.07768,0.80434,0.74414,0.81896,0.6575,0.77754,0.69749,1.16956,0.0024265,0.0024265,0.0024265
155,10274,0.78949,0.58648,1.07591,0.80668,0.74492,0.81906,0.657,0.77891,0.69816,1.17035,0.002377,0.002377,0.002377
156,10340.1,0.78713,0.59149,1.07075,0.80762,0.74349,0.81778,0.65668,0.77875,0.69845,1.17019,0.0023275,0.0023275,0.0023275
157,10406.2,0.78629,0.58984,1.07423,0.80576,0.74324,0.81689,0.65594,0.77899,0.69904,1.17014,0.002278,0.002278,0.002278
158,10472.1,0.78519,0.58793,1.07231,0.80713,0.74411,0.81801,0.65549,0.77895,0.69942,1.16998,0.0022285,0.0022285,0.0022285
159,10538.3,0.78329,0.58095,1.0707,0.80369,0.74467,0.81807,0.655,0.7788,0.69989,1.17,0.002179,0.002179,0.002179
160,10604.3,0.7826,0.58136,1.07423,0.80695,0.74218,0.81649,0.65458,0.77869,0.7001,1.17026,0.0021295,0.0021295,0.0021295
